sku,fnsku,asin,product-name,condition,your-price,mfn-listing-exists,mfn-fulfillable-quantity,afn-listing-exists,afn-warehouse-quantity,afn-fulfillable-quantity,afn-unsellable-quantity,afn-reserved-quantity,afn-total-quantity,per-unit-volume,afn-inbound-working-quantity,afn-inbound-shipped-quantity,afn-inbound-receiving-quantity,afn-researching-quantity,afn-reserved-future-supply,afn-future-supply-buyable,store
F9-LHRK-8EVP,X004BAO6MJ,B08DDFKXKC,Motorola MB8611 DOCSIS 3.1 Multi-Gig Cable Modem | Pairs with Any WiFi Router | Approved for Comcast Xfinity, Cox Gigablast, Spectrum | 2.5 Gbps Port | 2500 Mbps Max Internet Speeds,New,209.99,No,,Yes,2,0,2,0,2,0.12,0,0,0,0,0,0,
H9-SXQ0-XCEN,B0723599RQ,B0723599RQ,Motorola MB8600 DOCSIS 3.1 Cable Modem - Approved for Comcast Xfinity, Cox, and Charter Spectrum, Supports Cable Plans up to 1000 Mbps | 1 Gbps Ethernet Port,New,179.99,No,,Yes,0,0,0,0,0,0.16,0,0,0,0,0,0,
MB7621A,B077BL65HS,B077BL65HS,Motorola MB7621 Cable Modem | Pairs with Any WiFi Router | Approved by Comcast Xfinity, Cox, and Spectrum | for Cable Plans Up to 900 Mbps | DOCSIS 3.0,New,98.70,No,,Yes,18,0,17,1,18,0.2,0,0,0,0,0,0,
MG8702-10s,X004PB0MEF,B08DL4QB25,Motorola MG8702 | DOCSIS 3.1 Cable Modem + Wi-Fi Router (High Speed Combo) with Intelligent Power Boost | AC3200 Wi-Fi Speed | Approved for Comcast Xfinity, Cox, and Charter Spectrum,New,239.00,No,,Yes,269,78,43,146,505,0.24,0,100,136,2,0,0,
MQ20-80B-U,B0F67JBYBL,B0F67JBYBL,Motorola MQ20 WiFi 6E Router with Easy Mesh, Tri-Band 8.4 Gbps Speed, 3000 sq. ft Coverage, Advanced Parental Controls, Next-Gen Security & Seamless Device Management, Black, Single Pack,New,329.00,No,,Yes,149,147,2,0,149,0.25,0,0,0,0,0,0,
MQ20-80W-U,B0F67L1SMY,B0F67L1SMY,Motorola MQ20 WiFi 6E Router with Easy Mesh, Tri-Band 8.4 Gbps Speed, 3000 sq. ft Coverage, Advanced Parental Controls, Next-Gen Security & Seamless Device Management, White, Single Pack,New,329.00,No,,Yes,353,352,1,0,353,0.23,0,0,0,0,0,0,
MQ20-D80B-U,B0F67GNYRP,B0F67GNYRP,Motorola MQ20 WiFi 6E Router with Easy Mesh, Tri-Band 8.4 Gbps Speed, 3000 sq. ft Coverage, Advanced Parental Controls, Next-Gen Security & Seamless Device Management, Black, Dual Pack,New,629.00,No,,Yes,55,55,0,0,55,0.37,0,0,0,0,0,0,
MQ20-D80W-U,B0F67JFPPN,B0F67JFPPN,Motorola MQ20 WiFi 6E Router with Easy Mesh, Tri-Band 8.4 Gbps Speed, 3000 sq. ft Coverage, Advanced Parental Controls, Next-Gen Security & Seamless Device Management - White, Dual Pack,New,629.00,No,,Yes,68,68,0,0,68,0.38,0,0,0,0,0,0,
MT7711-10,B07GX2ZQXG,B07GX2ZQXG,Motorola MT7711 24X8 Cable Modem/Router with Two Phone Ports, DOCSIS 3.0 Modem, and AC1900 Dual Band WiFi Gigabit Router, for Comcast XFINITY Internet and Voice,New,149.95,No,,Yes,195,169,16,10,195,0.35,0,0,0,0,0,0,
RQ-X8A2-PGTA,B08DDFKXKC,B08DDFKXKC,Motorola MB8611 DOCSIS 3.1 Multi-Gig Cable Modem | Pairs with Any WiFi Router | Approved for Comcast Xfinity, Cox Gigablast, Spectrum | 2.5 Gbps Port | 2500 Mbps Max Internet Speeds,New,209.99,No,,Yes,2,0,0,2,2,0.12,0,0,0,0,0,0,
T5-U8N8-QTHR,B0BT6N46DH,B0BT6N46DH,Motorola B12 - Advanced Compact Cable Modem | Pairs with Any WiFi Router | Supports Comcast Xfinity, Cox, Spectrum | 2500 Mbps Max | DOCSIS 3.1 | 2.5 Gbps Port | Nex Gen MB8611,New,199.00,No,,Yes,999,232,36,731,999,0.2,0,0,0,0,0,0,
XW-0CLY-VJLN,B07BRZ2KW5,B07BRZ2KW5,Motorola MG7700 Modem WiFi Router Combo with Power Boost | Approved by Comcast Xfinity, Cox and Spectrum | for Cable Plans Up to 800 Mbps | DOCSIS 3.0 + Gigabit Router,New,180.99,No,,Yes,12,0,11,0,12,0.17,0,0,0,1,0,0,